Account	Flag	Check Number	Date	Payee	Category	Master Category	Sub Category	Memo	Outflow	Inflow	Cleared	Running Balance
Capital One Quicksilver			9/20/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Dishwasher	$12.65 	$0.00 	R	($93.30)
Capital One Quicksilver			9/21/2016	Sushiro	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Durand sushi	$7.62 	$0.00 	R	($100.92)
Capital One Quicksilver			9/22/2016	Transfer : Checking Main					$0.00 	$42.91 	R	($58.01)
Capital One Quicksilver			9/23/2016	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Potatos and salmon	$9.41 	$0.00 	R	($67.42)
Capital One Quicksilver			9/23/2016	Airport	Everday Wants:Spending Money	Everday Wants	Spending Money	Pillow + Cole 	$24.22 	$0.00 	R	($91.64)
Capital One Quicksilver			9/24/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Ear buds	$10.88 	$0.00 	R	($102.52)
Capital One Quicksilver			9/24/2016	Mobil	Everday Wants:Spending Money	Everday Wants	Spending Money	Haley	$23.96 	$0.00 	R	($126.48)
Capital One Quicksilver			9/24/2016	University Foods Market	Everday Wants:Spending Money	Everday Wants	Spending Money		$33.90 	$0.00 	R	($160.38)
Capital One Quicksilver			9/25/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Jock itch cream	$6.78 	$0.00 	R	($167.16)
Capital One Quicksilver			9/25/2016	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	MTA	$27.25 	$0.00 	R	($194.41)
Capital One Quicksilver			9/28/2016	Earl Of Sandwhich	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Grant close	$7.07 	$0.00 	R	($201.48)
Capital One Quicksilver			9/29/2016	BNP Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Mangos 	$13.50 	$0.00 	R	($214.98)
Capital One Quicksilver			9/30/2016	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Cod and bacon crab	$11.34 	$0.00 	R	($226.32)
Capital One Quicksilver			10/1/2016	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities	Laundry	$25.00 	$0.00 	R	($251.32)
Capital One Quicksilver			10/1/2016	RCN	Everyday Needs:Utilities	Everyday Needs	Utilities	Internet	$52.92 	$0.00 	R	($304.24)
Capital One Quicksilver			10/2/2016	Amazon	Everday Wants:6+ Month Goods	Hidden Categories	Everday Wants ` 6+ Month Goods ` DD523C8A-9272-E774-2533-14E361513D8F	Caligraphy Pen	$4.92 	$0.00 	R	($309.16)
Capital One Quicksilver			10/2/2016	Amazon	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Tire for the bike	$18.00 	$0.00 	R	($327.16)
Capital One Quicksilver			10/2/2016	Amazon	Everday Wants:6+ Month Goods	Hidden Categories	Everday Wants ` 6+ Month Goods ` DD523C8A-9272-E774-2533-14E361513D8F	Water bottle brush and soft waterbottle	$18.33 	$0.00 	R	($345.49)
Capital One Quicksilver			10/2/2016	Amazon	Everday Wants:6+ Month Goods	Hidden Categories	Everday Wants ` 6+ Month Goods ` DD523C8A-9272-E774-2533-14E361513D8F	Takealongs Rubbermade containers and G2 Pens and Truing stand	$74.87 	$0.00 	R	($420.36)
Capital One Quicksilver			10/3/2016	Steak and Shake	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$5.43 	$0.00 	R	($425.79)
Capital One Quicksilver			10/4/2016	Grace Harper Florists	Everday Wants:Spending Money	Everday Wants	Spending Money	Flowers	$62.47 	$0.00 	R	($488.26)
Capital One Quicksilver			10/5/2016	Duane Reade	Everday Wants:Spending Money	Everday Wants	Spending Money	Candy 	$4.43 	$0.00 	R	($492.69)
Capital One Quicksilver			10/5/2016	Duane Reade	Everyday Needs:Medical	Everyday Needs	Medical	Meds 	$8.13 	$0.00 	R	($500.82)
Capital One Quicksilver			10/5/2016	Duane Reade	Everyday Needs:Medical	Everyday Needs	Medical	Copay toe	$20.00 	$0.00 	R	($520.82)
Capital One Quicksilver			10/6/2016	Dos Toros	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$11.25 	$0.00 	R	($532.07)
Capital One Quicksilver			10/7/2016	Insomia Cookies	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$6.36 	$0.00 	R	($538.43)
Capital One Quicksilver			10/7/2016	Sadako	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$17.47 	$0.00 	R	($555.90)
Capital One Quicksilver			10/10/2016	Honest Johns	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley lunch	$15.49 	$0.00 	R	($571.39)
Capital One Quicksilver			10/12/2016	Yeti Custom Shop	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Haley Present - Custom Mug	$64.99 	$0.00 	R	($636.38)
Capital One Quicksilver			10/13/2016	Walgreens	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Turkey	$4.99 	$0.00 	R	($641.37)
Capital One Quicksilver			10/13/2016	Walgreens	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Antibiotics	$9.38 	$0.00 	R	($650.75)
Capital One Quicksilver			10/13/2016	City Footcare	Everyday Needs:Medical	Everyday Needs	Medical	Removing hangnail	$25.00 	$0.00 	R	($675.75)
Capital One Quicksilver			10/14/2016	Yeti Custom Shop	Everday Wants:Spending Money	Everday Wants	Spending Money	Rebate and then recharge	$0.00 	$5.00 	R	($670.75)
Capital One Quicksilver			10/14/2016	Reconciliation Balance Adjustment	Income:Available this month	Income	Available this month	Entered automatically by YNAB	$0.00 	$0.10 	R	($670.65)
Capital One Quicksilver			10/14/2016	Duane Reade	Everyday Needs:Medical	Everyday Needs	Medical	Meds + Advil PM	$16.99 	$0.00 	R	($687.64)
Capital One Quicksilver			10/14/2016	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$25.00 	$0.00 	R	($712.64)
Capital One Quicksilver			10/14/2016	Amazon	Everyday Needs:General Grocery	Everyday Needs	General Grocery	"Rice, ritz"	$49.20 	$0.00 	R	($761.84)
Capital One Quicksilver			10/15/2016	Yeti Custom Shop	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts		$5.00 	$0.00 	R	($766.84)
Capital One Quicksilver			10/15/2016	Michael Kors	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Wallet birthday	$315.33 	$0.00 	R	"($1,082.17)"
Capital One Quicksilver			10/16/2016	Duane Reade	Everday Wants:Spending Money	Everday Wants	Spending Money	Glue	$2.49 	$0.00 	R	"($1,084.66)"
Capital One Quicksilver			10/17/2016	Amazon	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	lids for Haley	$11.98 	$0.00 	R	"($1,096.64)"
Capital One Quicksilver			10/17/2016	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat and Ramen	$32.60 	$0.00 	R	"($1,129.24)"
Capital One Quicksilver			10/18/2016	Earl Of Sandwhich	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$7.07 	$0.00 	R	"($1,136.31)"
Capital One Quicksilver			10/20/2016	Transfer : Checking Main					$0.00 	"$1,136.31 "	R	$0.00 
Capital One Quicksilver			10/20/2016	Five Guys	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$16.10 	$0.00 	R	($16.10)
Capital One Quicksilver			10/20/2016	City Footcare	Everyday Needs:Medical	Everyday Needs	Medical	Checkup co-pay	$25.00 	$0.00 	R	($41.10)
Capital One Quicksilver			10/23/2016	Amazon	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Bike chain	$10.53 	$0.00 	R	($51.63)
Capital One Quicksilver			10/23/2016	Amazon	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Break Cables and Chain Cutter	$20.54 	$0.00 	R	($72.17)
Capital One Quicksilver			10/23/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Toilet Paper	$23.89 	$0.00 	R	($96.06)
Capital One Quicksilver			10/23/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	(Split 1/2) Paper Towel	$14.17 	$0.00 	R	($120.53)
Capital One Quicksilver			10/23/2016	Amazon	Everyday Needs:General Grocery	Everyday Needs	General Grocery	(Split 2/2) Chicken Broth	$10.30 	$0.00 	R	($120.53)
Capital One Quicksilver			10/23/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Doing Bayesian Data Analysis Book!	$42.98 	$0.00 	R	($163.51)
Capital One Quicksilver			10/23/2016	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Chicken cashew butter cholocate milk ramen eggs	$55.31 	$0.00 	R	($218.82)
Capital One Quicksilver			10/25/2016	Grace Harper Florists	Everday Wants:Spending Money	Everday Wants	Spending Money	Flowers for her Birthday	$84.14 	$0.00 	R	($302.96)
Capital One Quicksilver			10/27/2016	The Melt	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$13.01 	$0.00 	R	($315.97)
Capital One Quicksilver			10/27/2016	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$25.00 	$0.00 	R	($340.97)
Capital One Quicksilver			10/28/2016	Yellow Cab	Everday Wants:Spending Money	Everday Wants	Spending Money	Work 	$9.95 	$0.00 	R	($350.92)
Capital One Quicksilver			10/28/2016	New Jersey Transit	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Train to and from the airport	$26.00 	$0.00 	R	($376.92)
Capital One Quicksilver			10/29/2016	Starbucks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Detroit 	$10.49 	$0.00 	R	($387.41)
Capital One Quicksilver			10/29/2016	Marcus Market	Everday Wants:Spending Money	Everday Wants	Spending Money	Haley Detroit 	$14.83 	$0.00 	R	($402.24)
Capital One Quicksilver			10/29/2016	Hopcat	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Fries and Michigan football 	$15.30 	$0.00 	R	($417.54)
Capital One Quicksilver			10/29/2016	Fishbones	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley birthfay	$86.25 	$0.00 	R	($503.79)
Capital One Quicksilver			10/30/2016	Transfer : Checking Main					$0.00 	$41.10 	R	($462.69)
Capital One Quicksilver			10/30/2016	Shills	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Shots	$50.52 	$0.00 	R	($513.21)
Capital One Quicksilver			10/31/2016	CVS	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Cholocate Milk	$1.59 	$0.00 	R	($514.80)
Capital One Quicksilver			10/31/2016	Shills	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley First Shot	$8.42 	$0.00 	R	($523.22)
Capital One Quicksilver			11/1/2016	Chipotle	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$9.00 	$0.00 	R	($532.22)
Capital One Quicksilver			11/1/2016	RCN	Everyday Needs:Utilities	Everyday Needs	Utilities	Internet	$52.92 	$0.00 	R	($585.14)
Capital One Quicksilver			11/1/2016	United	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Flight back for xmas	$272.10 	$0.00 	R	($857.24)
Capital One Quicksilver			11/1/2016	Delta	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Flight back for xmas	$313.10 	$0.00 	R	"($1,170.34)"
Capital One Quicksilver			11/2/2016	Delta	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Refund	$0.00 	$313.10 	R	($857.24)
Capital One Quicksilver			11/2/2016	Delta	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Refund	$149.77 	$0.00 	R	"($1,007.01)"
Capital One Quicksilver			11/3/2016	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Potatos and bacon crab	$17.49 	$0.00 	R	"($1,024.50)"
Capital One Quicksilver			11/5/2016	Capital One	Income:Available this month	Income	Available this month		$0.00 	$47.49 	R	($977.01)
Capital One Quicksilver			11/5/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Needle nose tweezer	$9.97 	$0.00 	R	($986.98)
Capital One Quicksilver			11/5/2016	Spirit	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Friday Opportunistic Flight	$118.09 	$0.00 	R	"($1,105.07)"
Capital One Quicksilver			11/6/2016	Amazon	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	(Split 1/2) Bike stand	$46.98 	$0.00 	R	"($1,169.00)"
Capital One Quicksilver			11/6/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	(Split 2/2) Nasal dialtors	$16.95 	$0.00 	R	"($1,169.00)"
Capital One Quicksilver			11/8/2016	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Chicken for today	$13.30 	$0.00 	R	"($1,182.30)"
Capital One Quicksilver			11/9/2016	East Side Medical Practice	Everyday Needs:Medical	Everyday Needs	Medical	Copay for labs	$20.00 	$0.00 	R	"($1,202.30)"
Capital One Quicksilver			11/11/2016	Laguardia	Everday Wants:Spending Money	Everday Wants	Spending Money	Water 	$2.49 	$0.00 	R	"($1,204.79)"
Capital One Quicksilver			11/11/2016	Rite Aid	Everday Wants:Spending Money	Everday Wants	Spending Money	Haley care package	$4.28 	$0.00 	R	"($1,209.07)"
Capital One Quicksilver			11/11/2016	Rite Aid	Everday Wants:Spending Money	Everday Wants	Spending Money	Ice cream	$5.99 	$0.00 	R	"($1,215.06)"
Capital One Quicksilver			11/11/2016	Whole Foods	Everday Wants:Spending Money	Everday Wants	Spending Money	Tulips	$10.60 	$0.00 	R	"($1,225.66)"
Capital One Quicksilver			11/11/2016	University Foods Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Dinner	$13.17 	$0.00 	R	"($1,238.83)"
Capital One Quicksilver			11/11/2016	Lyft	Everday Wants:Spending Money	Everday Wants	Spending Money	To Haleys	$20.48 	$0.00 	R	"($1,259.31)"
Capital One Quicksilver			11/12/2016	Transfer : Checking Main					$0.00 	"$1,202.30 "	R	($57.01)
Capital One Quicksilver			11/12/2016	Rite Aid	Everday Wants:Spending Money	Everday Wants	Spending Money	Cookies and fig bars	$2.98 	$0.00 	R	($59.99)
Capital One Quicksilver			11/12/2016	Spirit	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Insurance on the flight	$10.95 	$0.00 	R	($70.94)
Capital One Quicksilver			11/12/2016	Amazon	Everyday Needs:Medical	Everyday Needs	Medical	Blood pressure monitor	$29.99 	$0.00 	R	($100.93)
Capital One Quicksilver			11/15/2016	Chipotle	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Kyle	$9.00 	$0.00 	R	($109.93)
Capital One Quicksilver			11/17/2016	Duane Reade	Everday Wants:Spending Money	Everday Wants	Spending Money	Batteries	$6.52 	$0.00 	R	($116.45)
Capital One Quicksilver			11/19/2016	McDonalds	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Airport	$6.66 	$0.00 	R	($123.11)
Capital One Quicksilver			11/20/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Travel packer	$24.40 	$0.00 	R	($147.51)
Capital One Quicksilver			11/23/2016	BNP Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Banana	$2.01 	$0.00 	R	($149.52)
Capital One Quicksilver			11/23/2016	Michael Kors	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Haley Purse Christmas	$363.58 	$0.00 	R	($513.10)
Capital One Quicksilver			11/24/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Gaffers tape to fix the backpack	$9.99 	$0.00 	R	($523.09)
Capital One Quicksilver			11/24/2016	Machine Era	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Cameron Wallet	$63.60 	$0.00 	R	($586.69)
Capital One Quicksilver			11/24/2016	Yeti Custom Shop	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Mom and Dad Mugs	$89.98 	$0.00 	R	($676.67)
Capital One Quicksilver			11/25/2016	Transfer : Checking Main					$0.00 	$147.51 	R	($529.16)
Capital One Quicksilver			11/26/2016	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Sushi with Kyle	$5.18 	$0.00 	R	($534.34)
Capital One Quicksilver			11/26/2016	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat milk onions	$34.09 	$0.00 	R	($568.43)
Capital One Quicksilver			11/30/2016	London	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	cant remember	$5.80 	$0.00 	R	($574.23)
Capital One Quicksilver			11/30/2016	London	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Travel on the tube	$15.09 	$0.00 	R	($589.32)
Capital One Quicksilver			11/30/2016	London	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Drinks with Kyle	$22.44 	$0.00 	R	($611.76)
Capital One Quicksilver			11/30/2016	London	Everday Wants:Spending Money	Everday Wants	Spending Money	Sim card	$24.93 	$0.00 	R	($636.69)
Capital One Quicksilver			12/1/2016	RCN	Everyday Needs:Utilities	Everyday Needs	Utilities	Internet	$52.92 	$0.00 	R	($689.61)
Capital One Quicksilver			12/3/2016	Caribou Coffee	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Airport 	$5.19 	$0.00 	R	($694.80)
Capital One Quicksilver			12/3/2016	McDonalds	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Airport	$6.04 	$0.00 	R	($700.84)
Capital One Quicksilver			12/3/2016	Spirit	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Quick Boarding	$10.00 	$0.00 	R	($710.84)
Capital One Quicksilver			12/3/2016	Liquior Store	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Nitro rubulus	$13.35 	$0.00 	R	($724.19)
Capital One Quicksilver			12/3/2016	Liquior Store	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Quesidla	$17.15 	$0.00 	R	($741.34)
Capital One Quicksilver			12/3/2016	Taxi	Infrequent Purchases and Payments:One-Offs [25->150]	Hidden Categories	Infrequent Purchases and Payments ` One-Offs [25->150] ` 9970A765-F089-A4B4-D50E-14E37309C9CF	Fucking mother Fucking taxi	$59.80 	$0.00 	R	($801.14)
Capital One Quicksilver			12/4/2016	Shills	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley Beer	$11.60 	$0.00 	R	($812.74)
Capital One Quicksilver			12/6/2016	Amazon	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Cheese product	$11.99 	$0.00 	R	($824.73)
Capital One Quicksilver			12/7/2016	Amazon	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Pasta and Gatorade and lots of cooking goodies	$50.30 	$0.00 	R	($875.03)
Capital One Quicksilver			12/8/2016	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Closing lunch Bristol 	$15.14 	$0.00 	R	($890.17)
Capital One Quicksilver			12/9/2016	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat and meals 	$34.37 	$0.00 	R	($924.54)
Capital One Quicksilver			12/9/2016	Edible Arrangements	Everday Wants:Spending Money	Everday Wants	Spending Money	Haley pre finals	$55.33 	$0.00 	R	($979.87)
Capital One Quicksilver			12/10/2016	Caribou Coffee	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Airport 	$5.49 	$0.00 	R	($985.36)
Capital One Quicksilver			12/10/2016	University Foods Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Dinner	$22.27 	$0.00 	R	"($1,007.63)"
Capital One Quicksilver			12/10/2016	Rite Aid	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Ice cream and wine 	$37.85 	$0.00 	R	"($1,045.48)"
Capital One Quicksilver			12/12/2016	Taxi	Everday Wants:Spending Money	Everday Wants	Spending Money	Bike tire	$11.30 	$0.00 	R	"($1,056.78)"
Capital One Quicksilver			12/13/2016	East Side Medical Practice	Everyday Needs:Medical	Everyday Needs	Medical	Copay for labs	$20.00 	$0.00 	R	"($1,076.78)"
Capital One Quicksilver			12/13/2016	Amazon	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	"Bike tire, tubes, and breaks"	$54.97 	$0.00 	R	"($1,131.75)"
Capital One Quicksilver			12/17/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	No fucking clue - someone rented safe haven	$3.99 	$0.00 	R	"($1,135.74)"
Capital One Quicksilver			12/17/2016	Duane Reade	Everday Wants:Spending Money	Everday Wants	Spending Money	Not your fathers rootbeer with cameron	$14.44 	$0.00 	R	"($1,150.18)"
Capital One Quicksilver			12/18/2016	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Pasta for days	$26.58 	$0.00 	R	"($1,176.76)"
Capital One Quicksilver			12/19/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Leuchterm book 	$18.15 	$0.00 	R	"($1,194.91)"
Capital One Quicksilver			12/19/2016	University Of Michigan	Infrequent Purchases and Payments:Higher Education [funded]	Infrequent Purchases and Payments	Higher Education [funded]	Application Fee - MS AI	$75.00 	$0.00 	R	"($1,269.91)"
Capital One Quicksilver			12/21/2016	Make Canvas Prints	Infrequent Purchases and Payments:Gifts	Infrequent Purchases and Payments	Gifts	Haley One Year	$45.98 	$0.00 	R	"($1,315.89)"
Capital One Quicksilver			12/22/2016	Breakfast	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Obi	$15.22 	$0.00 	R	"($1,331.11)"
Capital One Quicksilver			12/23/2016	Poke House	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Amazing sushi borrito 	$11.92 	$0.00 	R	"($1,343.03)"
Capital One Quicksilver			12/23/2016	New Jersey Transit	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Train to the airport	$13.00 	$0.00 	R	"($1,356.03)"
Capital One Quicksilver			12/24/2016	Mobil	Everday Wants:Spending Money	Everday Wants	Spending Money	Haley	$15.66 	$0.00 	R	"($1,371.69)"
Capital One Quicksilver			12/26/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Headphones 	$16.66 	$0.00 	R	"($1,388.35)"
Capital One Quicksilver			12/26/2016	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Water bottle and cap cap	$18.34 	$0.00 	R	"($1,406.69)"
Capital One Quicksilver			12/27/2016	Transfer : Checking Main					$0.00 	$534.34 	R	($872.35)
Capital One Quicksilver			12/28/2016	Laundry	Everyday Needs:Utilities	Everyday Needs	Utilities		$25.00 	$0.00 	R	($897.35)
Capital One Quicksilver			12/28/2016	University Of Michigan	Infrequent Purchases and Payments:Higher Education [funded]	Infrequent Purchases and Payments	Higher Education [funded]	App Fee for Applied Statistics	$75.00 	$0.00 	R	($972.35)
Capital One Quicksilver			12/28/2016	American Airlines	Everday Wants:Travel & Airfare For Trips	Everday Wants	Travel & Airfare For Trips	Jan 13-16	$169.20 	$0.00 	R	"($1,141.55)"
Capital One Quicksilver			12/29/2016	Duane Reade	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Honey almonds	$4.34 	$0.00 	R	"($1,145.89)"
Capital One Quicksilver			12/29/2016	Brooklyn Fare Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Sangaria	$11.08 	$0.00 	R	"($1,156.97)"
Capital One Quicksilver			12/30/2016	Brooklyn Fare Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Dinner	$18.69 	$0.00 	R	"($1,175.66)"
Capital One Quicksilver			12/30/2016	Ayza	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Cholocate bar	$50.00 	$0.00 	R	"($1,225.66)"
Capital One Quicksilver			12/31/2016	Duane Reade	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Wine opener	$6.52 	$0.00 	R	"($1,232.18)"
Capital One Quicksilver			12/31/2016	Brooklyn Fare Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Breakfast	$14.06 	$0.00 	R	"($1,246.24)"
Capital One Quicksilver			12/31/2016	Rosie O Grady	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Kyle	$22.00 	$0.00 	R	"($1,268.24)"
Capital One Quicksilver			12/31/2016	Del Friscos	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Drinks	$44.20 	$0.00 	R	"($1,312.44)"
Capital One Quicksilver			12/31/2016	Del Friscos	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Most amazing dinner	$145.00 	$0.00 	R	"($1,457.44)"
Capital One Quicksilver			1/1/2017	Brooklyn Fare Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Breakfast + Dinner	$22.63 	$0.00 	R	"($1,480.07)"
Capital One Quicksilver			1/1/2017	Amazon	Everday Wants:Spending Money	Everday Wants	Spending Money	Potato masher hair gel 	$26.59 	$0.00 	R	"($1,506.66)"
Capital One Quicksilver			1/1/2017	RCN	Everyday Needs:Utilities	Everyday Needs	Utilities	Internet	$52.92 	$0.00 	R	"($1,559.58)"
Capital One Quicksilver			1/2/2017	Pony Bar	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	New Years	$16.00 	$0.00 	R	"($1,575.58)"
Capital One Quicksilver			1/2/2017	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber		$20.00 	$0.00 	R	"($1,595.58)"
Capital One Quicksilver			1/3/2017	Ben And Jerrys	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Haley	$13.34 	$0.00 	R	"($1,608.92)"
Capital One Quicksilver			1/3/2017	Enterprise Parking Systems	Infrequent Purchases and Payments:One-Offs [25->150]	Hidden Categories	Infrequent Purchases and Payments ` One-Offs [25->150] ` 9970A765-F089-A4B4-D50E-14E37309C9CF	Haley Parking in the basement	$65.00 	$0.00 	R	"($1,673.92)"
Capital One Quicksilver			1/4/2017	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber		$10.00 	$0.00 	R	"($1,683.92)"
